id_Produto,Produto
931,"Memória Corsair 16GB (2x8GB), 1600Mhz, DDR3, C11, para Macbook - CMSA16GX3M2A1600C11"
932,"Memória Corsair 16GB (2x8GB), 2666MHz, DDR4, C18, para Macbook - CMSA16GX4M2A2666C18"
933,Memória Corsair 16GB 2666MHz DDR4 C18 - CMV16GX4M1A2666C18
934,"Memória Corsair 32GB, 5200mhz DDR5, Dominator Platinum,2x16GB - Cmt32gx5m2b5200c40"
935,"Memória Corsair 32GB,5600mhz DDR5 Vengeance RGB,2x16 - Cmh32gx5m2b5600c40k"
936,"Memória Corsair 4GB, 1066MHz, DDR3, C7, para Macbook - CMSA4GX3M1A1066C7"
937,"Memória Corsair 4GB, 1333MHz, DDR3, C9, para Macbook - CMSA4GX3M1A1333C9"
938,"Memória Corsair 8GB (2x4GB), 1066MHz, DDR3, C7, para Macbook - CMSA8GX3M2A1066C7"
939,"Memória Corsair 8GB (2x4GB), 1333Mhz, DDR3, C9, para Macbook - CMSA8GX3M2A1333C9"
940,"Memória Corsair 8GB (2x4GB), 1600MHz, DDR3, C11 - CMV8GX3M2A1600C11"
941,"Memória Corsair 8GB, 1333MHz, DDR3, C9, para Macbook - CMSA8GX3M1A1333C9"
942,"Memória Corsair 8GB, 2400MHz, DDR4, CL16 - CMV8GX4M1L2400C16"
943,"Memória Corsair 8GB, DDR4, 2400MHZ, Cl16 Value Select Cmv8gx4m1a2400c16"
944,Memória Corsair Dominator Platinum 16GB (2x8GB) 3200Mhz DDR4 CL16 - CMD16GX4M2B3200C16
945,"Memória Corsair Dominator Platinum RGB, 32GB (2x 16GB), 5200MHz, DDR5, C40, Preto - CMT32GX5M2B5200C40"
946,"Memória Corsair Dominator Platinum RGB, 32GB (2x16GB), 3600MHz, DDR4, C18, Preto - CMT32GX4M2Z3600C18"
947,"Memória Corsair Dominator Platinum RGB, 64GB (2x 32GB), 5200MHz, DDR5, C40, Preto - CMT64GX5M2B5200C40"
948,"Memória Corsair Dominator Platinum para AMD, RGB, 32GB (2x16GB), 5200MHz, DDR5, C40, Preto - CMT32GX5M2B5200Z40"
949,"Memória Corsair Dominator Platinum para AMD, RGB, 32GB (2x16GB), 5600MHz, DDR5, C36, Preto - CMT32GX5M2B5600Z36"
950,"Memória Corsair Dominator Platinum, 16GB (2x8GB), 3000Mhz, DDR4, CL15 - CMD16GX4M2B3000C15"
951,"Memória Corsair Dominator Platinum, 16GB (2x8GB), 3200Mhz, DDR4, C16, Branca - CMT16GX4M2C3200C16W"
952,"Memória Corsair Dominator Platinum, 16GB (2x8GB), 3600MHz, DDR4, C18, Branca - CMT16GX4M2C3600C18W"
953,"Memória Corsair Dominator Platinum, 32GB (2x16GB), 3200Mhz, DDR4, C16, Branca - CMT32GX4M2C3200C16W"
954,"Memória Corsair Dominator Platinum, 32GB (4x8GB), 3200MHz, DDR4, C16, Branca - CMT32GX4M4C3200C16W"
955,"Memória Corsair Dominator Platinum, 64GB (4x16GB), 3200Mhz, DDR4, C16, Branca - CMT64GX4M4C3200C16W"
956,"Memória Corsair Dominator Platinum, LED, 32GB (2x16GB), 3200MHz, DDR4, CL16 - CMD32GX4M2C3200C16"
957,"Memória Corsair Dominator Platinum, RGB, 16GB (2x8GB), 3200MHz, DDR4, C16, Branca - CMT16GX4M2Z3200C16W"
958,"Memória Corsair Dominator Platinum, RGB, 32GB (2x 16GB), 6200MHz, DDR5, C36, Preto - Cmt32gx5m2x6200c36"
959,"Memória Corsair Dominator Platinum, RGB, 32GB (2x16GB), 6200MHz, DDR5, C36, Preto - CMT32GX5M2X6200C36"
960,"Memória Corsair Dominator Platinum, RGB, 64GB (2x32GB), 5200MHz, DDR5, C40, Preto - CMT64GX5M2B5200Z40K"
961,"Memória Corsair Dominator Platinum, RGB, 64GB (2x32GB), 5600MHz, DDR5, C40, Preto - CMT64GX5M2B5600Z40K"
962,"Memória Corsair Dominator RGB, 16GB (2x8GB), 3000MHz, DDR4, C15, Preto - CMT16GX4M2C3000C15"
963,"Memória Corsair Dominator RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18 - CMT16GX4M2C3600C18"
964,"Memória Corsair Dominator RGB, 32GB (2x16GB), 3000Hz, DDR4, C15, Preto - CMT32GX4M2C3000C15"
965,"Memória Corsair Dominator RGB, 32GB (2x16GB), 3200MHz, DDR4, C16, Preto - CMT32GX4M2C3200C16"
966,"Memória Corsair Dominator RGB, 32GB (4x8GB) 3200MHz, DDR4, C16, Preto - CMT32GX4M4Z3200C16"
967,"Memória Corsair Dominator RGB, 32GB (4x8GB), 3000MHz, DDR4, CL15, Preto - CMT32GX4M4C3000C15"
968,"Memória Corsair Dominator RGB, 32GB (4x8GB), 3600MHz, DDR4, C18, Preto - CMT32GX4M4C3600C18"
969,"Memória Corsair Dominator, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMT16GX4M2C3200C16"
970,"Memória Corsair Dominator, RGB, 32GB (2x16GB), 5200MHz, DDR5, C38, Preto - CMT32GX5M2B5200C38"
971,"Memória Corsair Dominator, RGB, 32GB (2x16GB), 5600MHz, DDR5, CL36, Preto - CMT32GX5M2B5600C36"
972,"Memória Corsair Gamer Dominator Platinum, RGB, 16GB 2x8GB, 3600MHz, DDR4, Preto - CMT16GX4M2C3600C18"
973,"Memória Corsair MAC, 8GB 2X4GB, 1333MHz, DDR3 - CMSA8GX3M1A1333C9 1242"
974,"Memória Corsair MAC, 8GB 2x4GB, 1066MHz, DDR3 - CMSA8GX3M2A1066C7"
975,"Memória Corsair UDIMM, 32GB 2x16GB, 3200MHz, DDR4 - CMH32GX4M2E3200C16"
976,"Memória Corsair Value 4GB, 1333MHz, DDR3L, CL9 para Notebook - CMSO4GX3M1C1333C9"
977,"Memória Corsair Value Select ,16GB, 2133MHz, DDR4, Para Notebook - CMSO16GX4M1A2133C15 2327"
978,"Memória Corsair Value Select 16GB (2x8GB), 1600MHz, DDR3L, C11, para Notebook - CMSO16GX3M2C1600C11"
979,"Memória Corsair Value Select 16GB (2x8GB), 2133MHz, DDR4, C15, para Notebook - CMSO16GX4M2A2133C15"
980,"Memória Corsair Value Select 16GB, 2133MHz, DDR4, C15, para Notebook - CMSO16GX4M1A2133C15"
981,"Memória Corsair Value Select 32GB (2x16GB), 2133Mhz, DDR4, C15, para Notebook - CMSO32GX4M2A2133C15"
982,"Memória Corsair Value Select 4GB, 1333Mhz, DDR3, C9, para Notebook - CMSO4GX3M1C1333C9"
983,"Memória Corsair Value Select 4GB, 1600MHz, DDR3, C11, para Notebook - CMSO4GX3M1A1600C11"
984,"Memória Corsair Value Select 4GB, 1600MHz, DDR3L, CL11, para Notebook - CMSO4GX3M1C1600C11"
985,"Memória Corsair Value Select 4GB, 2133MHz, DDR4, CL15, para Notebook - CMSO4GX4M1A2133C15"
986,"Memória Corsair Value Select 8GB (2x4GB), 1600MHz, DDR3L, C11, para Notebook - CMSO8GX3M2C1600C11"
987,"Memória Corsair Value Select 8GB, 1333MHz, DDR3L, C9, para Notebook - CMSO8GX3M1C1333C9"
988,"Memória Corsair Value Select 8GB, 1600MHz, DDR3L, CL11, para Notebook - CMSO8GX3M1C1600C11"
989,"Memória Corsair Value Select 8GB, 2133MHz, DDR4, CL15, para Notebook - CMSO8GX4M1A2133C15"
990,Memória Corsair Value Select Para Notebook 16GB (2x8GB) 1333Mhz DDR3 C9 - CMSO16GX3M2A1333C9
991,"Memória Corsair Value Select, 8GB, 2133MHz, DDR4, Para Notebook - CMSO8GX4M1A2133C15 2111"
992,"Memória Corsair Value Select, Para Notebook, 16GB (2x8gb) 1600MHZ, DDR3 C11 - Cmso16gx3m2c1600c11"
993,"Memória Corsair Vegeance, 8GB, 2666MHz, DDR4, Para Notebook - CMSX8GX4M1A2666C18 2654"
994,"Memória Corsair Vengeance 16GB (2x8GB), 1600MHz, DDR3, C10, Preto - CMZ16GX3M2A1600C10"
995,"Memória Corsair Vengeance 16GB (2x8GB), 1600Mhz, DDR3, C10, para Notebook, Preto - CMSX16GX3M2A1600C10"
996,"Memória Corsair Vengeance 16GB (2x8GB), 1600Mhz, DDR3, CL10, Preto e Azul - CMZ16GX3M2A1600C10B"
997,"Memória Corsair Vengeance 16GB (2x8GB), 2400MHz, DDR4, C16, para Notebook, Preto - CMSX16GX4M2A2400C16"
998,"Memória Corsair Vengeance 16GB (2x8GB), 2666MHz, DDR4, C18, para Notebook, Preto - CMSX16GX4M2A2666C18"
999,"Memória Corsair Vengeance 16GB (2x8GB), 3000Mhz, DDR4, C16, para Notebook, Preto - CMSX16GX4M2A3000C16"
1000,"Memória Corsair Vengeance 16GB (8GB*2) 3200MHz, DDR4, RGB Pro/sl - (cmh16gx4m2z3200c16)"
1001,"Memória Corsair Vengeance 16GB, 2400MHz, DDR4, C16, para Notebook, Preto - CMSX16GX4M1A2400C16"
1002,"Memória Corsair Vengeance 16GB, 2666MHz, DDR4, C18, para Notebook, Preto - CMSX16GX4M1A2666C18"
1003,"Memória Corsair Vengeance 32GB (2x16GB), 2400MHz, DDR4, C16, para Notebook, Preto - CMSX32GX4M2A2400C16"
1004,"Memória Corsair Vengeance 32GB (2x16GB), 2666MHz, DDR4, C18, para Notebook, Preto - CMSX32GX4M2A2666C18"
1005,"Memória Corsair Vengeance 32GB, 2666MHz, DDR4, C18, para Notebook, Preto - CMSX32GX4M1A2666C18"
1006,"Memória Corsair Vengeance 4GB (2x2GB), 1600MHz, DDR3, C9, Preto - CMZ4GX3M2A1600C9"
1007,"Memória Corsair Vengeance 4GB, 1600Mhz, DDR3, C9, para Notebook, Preto - CMSX4GX3M1A1600C9"
1008,"Memória Corsair Vengeance 64GB (2x32GB), 2666MHz, DDR4, C18, para Notebook, Preto - CMSX64GX4M2A2666C18"
1009,"Memória Corsair Vengeance 8GB, 1600MHz, DDR3, C9, Preto - CMZ8GX3M1A1600C9"
1010,"Memória Corsair Vengeance 8GB, 1600Mhz, DDR3, C10, para Notebook, Preto - CMSX8GX3M1A1600C10"
1011,"Memória Corsair Vengeance 8GB, 2666MHz, DDR4, C18, para Notebook, Preto - CMSX8GX4M1A2666C18"
1012,"Memória Corsair Vengeance DIMM, 8GB, 2400MHz, DDR4, Para Notebook - CMSX8GX4M1A2400C16"
1013,"Memória Corsair Vengeance LP 16GB (2x8GB), 1600MHz, DDR3, C9, Preto - CML16GX3M2A1600C9"
1014,"Memória Corsair Vengeance LP 16GB (2x8GB), 1600Mhz, DDR3, C10, Preto - CML16GX3M2A1600C10"
1015,"Memória Corsair Vengeance LP 4GB, 1600MHz, DDR3, C9, Preto - CML4GX3M1A1600C9"
1016,"Memória Corsair Vengeance LP 8GB, 1600Mhz, DDR3, C10, Preto - CML8GX3M1A1600C10"
1017,Memória Corsair Vengeance LPX 16GB (2x8GB) 3200Mhz DDR4 C16 Ryzen Black - CMK16GX4M2Z3200C16
1018,"Memória Corsair Vengeance LPX 16GB (2x8GB), 2133MHz, DDR4, C13, Preto - CMK16GX4M2A2133C13"
1019,"Memória Corsair Vengeance LPX 16GB (2x8GB), 2133Mhz, DDR4, C13, Vermelho - CMK16GX4M2A2133C13R"
1020,"Memória Corsair Vengeance LPX 16GB (2x8GB), 2400Mhz, DDR4, C16, Preto - CMK16GX4M2Z2400C16"
1021,"Memória Corsair Vengeance LPX 16GB (2x8GB), 2666MHz, DDR4, C16, Preto - CMK16GX4M2A2666C16"
1022,"Memória Corsair Vengeance LPX 16GB (2x8GB), 3000MHz, DDR4, CL15, Preto - CMK16GX4M2B3000C15"
1023,"Memória Corsair Vengeance LPX 16GB (2x8GB), 3200Mhz, DDR4, C16, Preto - CMK16GX4M2D3200C16"
1024,"Memória Corsair Vengeance LPX 16GB (2x8GB), 3200Mhz, DDR4, C16, Vermelho - CMK16GX4M2B3200C16R"
1025,"Memória Corsair Vengeance LPX 16GB (2x8GB), 3600Mhz, DDR4, C18, Preto - CMK16GX4M2D3600C18"
1026,"Memória Corsair Vengeance LPX 16GB (2x8GB), 4000MHz, DDR4, C19, Preto - CMK16GX4M2K4000C19"
1027,"Memória Corsair Vengeance LPX 16GB (2x8GB), 4600Mhz, DDR4, C19, Preto - CMK16GX4M2K4600C19"
1028,Memória Corsair Vengeance LPX 16GB (2x8GB)2400Mhz DDR4 C16 Black - CMK16GX4M2A2400C16
1029,Memória Corsair Vengeance LPX 16GB (4x4GB) 2400Mhz DDR4 C14 Black - CMK16GX4M4A2400C14
1030,"Memória Corsair Vengeance LPX 16GB (4x4GB), 2133Mhz, DDR4, C13, Preto - CMK16GX4M4A2133C13"
1031,Memória Corsair Vengeance LPX 16GB 3000Mhz DDR4 C16 Black - CMK16GX4M1D3000C16
1032,"Memória Corsair Vengeance LPX 16GB, 2400MHz, DDR4, CL14, Preto - CMK16GX4M1A2400C14"
1033,"Memória Corsair Vengeance LPX 16GB, 3000MHz, DDR4, CL16, Preto - CMK16GX4M1D3000C16"
1034,Memória Corsair Vengeance LPX 32GB (2x16GB) 2400MHz DDR4 C16 Black - CMK32GX4M2A2400C16
1035,"Memória Corsair Vengeance LPX 32GB (2x16GB), 2400MHz, DDR4, C14, Preto - CMK32GX4M2A2400C14"
1036,"Memória Corsair Vengeance LPX 32GB (2x16GB), 2666MHz, DDR4, C16, Preto - CMK32GX4M2A2666C16"
1037,"Memória Corsair Vengeance LPX 32GB (2x16GB), 3600MHz, DDR4, C18, Preto - CMK32GX4M2D3600C18"
1038,"Memória Corsair Vengeance LPX 32GB (4x8GB), 3200MHz, DDR4, C16, Preto - CMK32GX4M4B3200C16"
1039,"Memória Corsair Vengeance LPX 32GB (4x8GB), 3600Mhz, DDR4, C18, Preto - CMK32GX4M4D3600C18"
1040,Memória Corsair Vengeance LPX 32GB 2666Mhz DDR4 C16 Black - CMK32GX4M1A2666C16
1041,"Memória Corsair Vengeance LPX 32GB 3000MHz, DDR4, C16, Preto - CMK32GX4M1D3000C16"
1042,Memória Corsair Vengeance LPX 64GB (2x32GB) 2400MHz DDR4 C16 Black - CMK64GX4M2A2400C16
1043,Memória Corsair Vengeance LPX 64GB (2x32GB) 2666MHz DDR4 C16 Black - CMK64GX4M2A2666C16
1044,"Memória Corsair Vengeance LPX 64GB (2x32GB), 3200MHz, DDR4, C16, Preto - CMK64GX4M2E3200C16"
1045,"Memória Corsair Vengeance LPX 8GB (2x4GB) 2133Mhz, DDR4, C13, Preto - CMK8GX4M2A2133C13"
1046,"Memória Corsair Vengeance LPX 8GB, 3000MHz, DDR4, C16, Preto - CMK8GX4M1D3000C16"
1047,"Memória Corsair Vengeance LPX Black, 8GB, 2400MHz, DDR4, CL16 - CMK8GX4M1A2400C16"
1048,"Memória Corsair Vengeance LPX, 16GB (2x8GB), 2400MHz, DDR4, CL14, Preto - CMK16GX4M2A2400C14"
1049,"Memória Corsair Vengeance LPX, 16GB (2x8GB), 3000MHz, DDR4, CL16, Branco - CMK16GX4M2D3000C16W"
1050,"Memória Corsair Vengeance LPX, 16GB (2x8GB), 3000MHz, DDR4, CL16, Preto - CMK16GX4M2D3000C16"
1051,"Memória Corsair Vengeance LPX, 16GB (2x8GB), 3200MHz, DDR4, CL16, Branco - CMK16GX4M2B3200C16W"
1052,"Memória Corsair Vengeance LPX, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMK16GX4M2B3200C16"
1053,"Memória Corsair Vengeance LPX, 16GB (4x4GB), 3000Hz, DDR4, C16, Preto - CMK16GX4M4C3000C16"
1054,"Memória Corsair Vengeance LPX, 16GB 2x8GB, 3200MHz, DDR4 - CMK16GX4M2Z3200C16"
1055,"Memória Corsair Vengeance LPX, 16GB, 2400MHz, DDR4, CL16 - CMK16GX4M1A2400C16"
1056,"Memória Corsair Vengeance LPX, 16GB, 2400MHz, DDR4, CL16, Preto - CMK16GX4M1A2400C16"
1057,"Memória Corsair Vengeance LPX, 16GB, 2666MHz, DDR4, C16, Preto - CMK16GX4M1A2666C16"
1058,"Memória Corsair Vengeance LPX, 4GB, 2400MHz, DDR4, CL14, Preto - CMK4GX4M1A2400C14"
1059,"Memória Corsair Vengeance LPX, 4GB, 2400MHz, DDR4, CL16, Preto - CMK4GX4M1A2400C16"
1060,"Memória Corsair Vengeance LPX, 8GB (2x4GB), 3000MHz, DDR4, C16 - CMK8GX4M2C3000C16"
1061,"Memória Corsair Vengeance LPX, 8GB, 2400MHz, DDR4 - CMK8GX4M1A2400C16R"
1062,"Memória Corsair Vengeance LPX, 8GB, 2400MHz, DDR4, CL16, Preto - CMK8GX4M1A2400C16"
1063,"Memória Corsair Vengeance LPX, 8GB, 2666MHz, DDR4, C16, Preto - CMK8GX4M1A2666C16"
1064,"Memória Corsair Vengeance LPX, 8GB, 3000MHz, DDR4, CL16 - CMK8GX4M1D3000C16"
1065,"Memória Corsair Vengeance LPX, 8GB, 3200MHz, DDR4, C16, Preto - CMK8GX4M1Z3200C16"
1066,"Memória Corsair Vengeance LPX, 8GB, 3200MHz, DDR4, CL16, Preta - CMK8GX4M1E3200C16"
1067,"Memória Corsair Vengeance Lpx 16GB, 2400mhz, DDR4, Cl14, Preto - CMK16GX4M1A2400C14"
1068,"Memória Corsair Vengeance Lpx 16GB,2x8GB, 2666mhz - cmk16gx4m2a2666c16"
1069,"Memória Corsair Vengeance Lpx, 16GB (2x8gb), 3000mhz, DDR4 - Branco (cmk16gx4m2d3000c16w)"
1070,"Memória Corsair Vengeance PRO Sl, RGB, 16GB 2x8GB, 3200MHz, DDR4, C16 - CMH16GX4M2E3200C16"
1071,"Memória Corsair Vengeance PRO, RGB, 16GB 2x8GB, 3000MHz"
1072,"Memória Corsair Vengeance PRO, RGB, 16GB 2x8GB, 3200MHz, DDR4, C16, Preto - CMW16GX4M2C3200C16-TUF"
1073,"Memória Corsair Vengeance PRO, RGB, 16GB, 3600MHz, DDR4 - CMW16GX4M1Z3600C18"
1074,"Memória Corsair Vengeance PRO, RGB, 8GB, 3200MHz, DDR4, Preta"
1075,"Memória Corsair Vengeance PRO, RGB, 8GB, 3600MHz, DDR4 - CMW8GX4M1Z3600C18"
1076,"Memória Corsair Vengeance PS, 16GB (2x8GB), 1600MHz, DDR3, C9, Preto - CMY16GX3M2A1600C9"
1077,"Memória Corsair Vengeance Para Amd, 64GB (2x32gb), 5600mhz, DDR5, C40, Preto - Cmk64gx5m2b5600z40"
1078,Memória Corsair Vengeance Para Notebook 16GB (2x8GB) 3000MHz DDR4 C18 - CMSX16GX4M2A3000C18
1079,Memória Corsair Vengeance Para Notebook 32GB (4x8GB) 4000Mhz DDR4 C19 - CMSX32GX4M4X4000C19
1080,Memória Corsair Vengeance Para Notebook 4GB 2400MHz DDR4 C16 - CMSX4GX4M1A2400C16
1081,"Memória Corsair Vengeance Pro 16GB,DDR4 3200mhz,2x8GB,RGB, C16, Preto - mw16gx4m2c3200c16-tuf"
1082,"Memória Corsair Vengeance RGB PRO SL, 16GB (2x 8 GB), 3200MHz, DDR4, C16, Preto - CMH16GX4M2E3200C16"
1083,"Memória Corsair Vengeance RGB PRO SL, 16GB (2x 8GB), 3200MHz, DDR4, C16, Branco - CMH16GX4M2E3200C16W"
1084,"Memória Corsair Vengeance RGB PRO SL, 16GB (2x 8GB), 3600MHz, DDR4, C18, Preto - CMH16GX4M2D3600C18"
1085,"Memória Corsair Vengeance RGB PRO SL, 32GB (2x 16GB), 3200MHz, DDR4, C16, Branco - CMH32GX4M2E3200C16W"
1086,"Memória Corsair Vengeance RGB PRO SL, 32GB (2x 16GB), 3200MHz, DDR4, C16, Preto - CMH32GX4M2E3200C16"
1087,Memória Corsair Vengeance RGB Pro 32GB (2x16GB) 2666MHz DDR4 C16 Black - CMW32GX4M2A2666C16
1088,"Memória Corsair Vengeance RGB Pro Sl, 16GB (2x 8GB), 3200MHZ, DDR4, C16, Branco - Cmh16gx4m2e3200c16w"
1089,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 2666MHz, DDR4, C16, Branco - CMW16GX4M2A2666C16W"
1090,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 2666MHz, DDR4, CL16, Preto - CMW16GX4M2A2666C16"
1091,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3000MHz, DDR4, CL15, Branco - CMW16GX4M2C3000C15W"
1092,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3000MHz, DDR4, CL15, Preto - CMW16GX4M2C3000C15"
1093,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3200MHz, DDR4, C16, Preto - CMW16GX4M2C3200C16-TUF"
1094,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3200MHz, DDR4, CL16, Branco - CMW16GX4M2C3200C16W"
1095,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3600MHz, DDR4, C20, Preto - CMW16GX4M2Z3600C20"
1096,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3600MHz, DDR4, CL18, Preto - CMW16GX4M2Z3600C18"
1097,"Memória Corsair Vengeance RGB Pro, 32GB (2x16GB), 2666MHz, DDR4, C16, Branco - CMW32GX4M2A2666C16W"
1098,"Memória Corsair Vengeance RGB Pro, 32GB (2x16GB), 3000Hz, DDR4, C15, Preto - CMW32GX4M2C3000C15"
1099,"Memória Corsair Vengeance RGB Pro, 32GB (2x16GB), 3000MHz, DDR4, CL15, Branco - CMW32GX4M2C3000C15W"
1100,"Memória Corsair Vengeance RGB Pro, 32GB (2x16GB), 3200Hz, DDR4, C16, Branca - CMW32GX4M2C3200C16W"
1101,"Memória Corsair Vengeance RGB Pro, 32GB (2x16GB), 3600MHz, DDR4, C18, Preto - CMW32GX4M2D3600C18"
1102,"Memória Corsair Vengeance RGB Pro, 32GB (2x16gb), 3200MHz, DDR4, Preto - cmw32gx4m2e3200c16"
1103,"Memória Corsair Vengeance RGB Pro, 32GB (4x8GB), 3200MHz, DDR4, C16, Preto - CMW32GX4M4Z3200C16"
1104,"Memória Corsair Vengeance RGB Pro, 32GB (4x8GB), 3200MHz, DDR4, CL16, Preto - CMW32GX4M4C3200C16"
1105,"Memória Corsair Vengeance RGB Pro, 32GB (4x8GB), 3600MHz, DDR4, C18, Preto - CMW32GX4M4D3600C18"
1106,"Memória Corsair Vengeance RGB Pro, 64GB (2x32GB), 3200MHz, DDR4, C16, Preto - CMW64GX4M2E3200C16"
1107,"Memória Corsair Vengeance RGB Pro, 8GB, 3200MHz, DDR4, C16, Preto - CMW8GX4M1Z3200C16"
1108,"Memória Corsair Vengeance RGB Pro, 8GB, 3200MHz, DDR4, CL16, Preta - CMW8GX4M1E3200C16"
1109,"Memória Corsair Vengeance RGB RS, 16GB (2x 8GB), 3200MHz, DDR4, C16, Preto - CMG16GX4M2E3200C16"
1110,"Memória Corsair Vengeance RGB RS, 16GB, 3200MHz, DDR4, C16, Preto - CMG16GX4M1E3200C16"
1111,"Memória Corsair Vengeance RGB RS, 32GB (2x 16GB), 3200MHz, DDR4, C16, Preto - CMG32GX4M2E3200C16"
1112,"Memória Corsair Vengeance RGB RS, 32GB (2x 16GB), 3600MHz, DDR4, C18, Preto - CMG32GX4M2D3600C18"
1113,"Memória Corsair Vengeance RGB RS, 8GB, 3200MHz, DDR4, C16, Preto - CMG8GX4M1E3200C16"
1114,"Memória Corsair Vengeance RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMW16GX4M2C3200C16"
1115,"Memória Corsair Vengeance RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Preto - CMR16GX4M2C3600C18"
1116,"Memória Corsair Vengeance RGB, 32GB (2x 16GB), 6200MHz, DDR5, C36, Preto - CMH32GX5M2B6200C36"
1117,"Memória Corsair Vengeance RGB, 64GB, (2x 32GB), 6000MHz, DDR5, Black - Cmh64gx5m2b6000c40"
1118,"Memória Corsair Vengeance RS, RGB, 16GB 2x8GB, 3600MHz, DDR4 - CMG16GX4M2D3600C18"
1119,"Memória Corsair Vengeance RS, RGB, 16GB, 3200MHz, DDR4 - CMG16GX4M1E3200C16"
1120,"Memória Corsair Vengeance RS, RGB, 16GB, 3600MHz, DDR4 - CMG16GX4M1D3600C18"
1121,"Memória Corsair Vengeance RS, RGB, 8GB, 3200MHz, DDR4 - CMG8GX4M1E3200C16"
1122,"Memória Corsair Vengeance RS, RGB, 8GB, 3600MHz, DDR4 - CMG8GX4M1D3600C18"
1123,"Memória Corsair Vengeance RT, RGB, 128GB (4x32GB), 3600MHz, DDR4, CL18, Preto - CMN128GX4M4Z3600C18"
1124,"Memória Corsair Vengeance RT, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Branco - CMN16GX4M2Z3200C16W"
1125,"Memória Corsair Vengeance RT, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMN16GX4M2Z3200C16"
1126,"Memória Corsair Vengeance RT, RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Branco - CMN16GX4M2Z3600C18W"
1127,"Memória Corsair Vengeance RT, RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Preto - CMN16GX4M2Z3600C18"
1128,"Memória Corsair Vengeance RT, RGB, 16GB (2x8GB), 4000MHz, DDR4, CL18, Preto - CMN16GX4M2Z4000C18"
1129,"Memória Corsair Vengeance RT, RGB, 32GB (2x16GB), 3200MHz, DDR4, CL16, Preto - CMN32GX4M2Z3200C16"
1130,"Memória Corsair Vengeance RT, RGB, 32GB (2x16GB), 4000MHz, DDR4, CL18, Preto - CMN32GX4M2Z4000C18"
1131,"Memória Corsair Vengeance RT, RGB, 32GB (2x16GB), 4600MHz, DDR4, CL18, Preto - CMN32GX4M2Z4600C18"
1132,"Memória Corsair Vengeance RT, RGB, 32GB (4x8GB), 3600MHz, DDR4, CL18, Branco - CMN32GX4M4Z3600C18W"
1133,"Memória Corsair Vengeance RT, RGB, 32GB (4x8GB), 3600MHz, DDR4, CL18, Preto - CMN32GX4M4Z3600C18"
1134,"Memória Corsair Vengeance RT, RGB, 32GB 2x16GB, 3200MHz, DDR4, CL16, Preto"
1135,"Memória Corsair Vengeance Rt, 16GB 2X8GB, 3200mhz, DDR4, RGB, CL16, Branco - Cmn16gx4m2z3200c16w"
1136,"Memória Corsair Vengeance Series, 16GB, 3200MHz, DDR4, CL22, para Notebook, Preto - CMSX16GX4M1A3200C22"
1137,"Memória Corsair Vengeance para AMD, 32GB (2x16GB), 5200MHz, DDR5, C40, Preto - CMK32GX5M2B5200Z40"
1138,"Memória Corsair Vengeance para AMD, 32GB (2x16GB), 5600MHz, DDR5, C36, Preto - CMK32GX5M2B5600Z36"
1139,"Memória Corsair Vengeance para AMD, 64GB (2x32GB), 5200MHz, DDR5, C40, Preto - CMK64GX5M2B5200Z40"
1140,"Memória Corsair Vengeance para AMD, 64GB (2x32GB), 5600MHz, DDR5, C40, Preto - CMK64GX5M2B5600Z40"
1141,"Memória Corsair Vengeance para AMD, RGB, 32GB (2x16GB), 5200MHz, DDR5, C40, Preto - CMH32GX5M2B5200Z40"
1142,"Memória Corsair Vengeance para AMD, RGB, 64GB (2x32GB), 5200MHz, DDR5, C40, Preto - CMH64GX5M2B5200C40"
1143,"Memória Corsair Vengeance para AMD, RGB, 64GB (2x32GB), 5600MHz, DDR5, C40, Preto - CMH64GX5M2B5600Z40"
1144,"Memória Corsair Vengeance, 16GB (2x8GB), 4800MHz, DDR5, C40, para Notebook, Preto - CMSX16GX5M2A4800C40"
1145,"Memória Corsair Vengeance, 16GB (8GB*2) 3200MHz, DDR4, RGB Pro/sl - (cmh16gx4m2e3200c16w)"
1146,"Memória Corsair Vengeance, 16GB DDR4, 3600mhz RGB Pro Sl 2x8 - Cmh16gx4m2d3600c18"
1147,"Memória Corsair Vengeance, 16GB, 3600MHz, DDR4 - CMK16GX4M1Z3600C18"
