id_Produto,Produto
2910,"Placa Mãe Asrock ASRock X570 Steel Legend, AMD AM4, ATX, DDR4"
2911,"Placa Mãe Asrock B550 Steel Legend, Amd Am4, Atx, Ddr4 - 90-mxbdf0-a0uayz"
2912,"Placa Mãe Asrock B550, Phantom Gaming 4, DDR4, 90-mxbcy0-a0uayz"
2913,"Placa Mãe Asrock B550m Pro4, DDR4, AM4, Micro-atx - 90-mxbdk0-a0uayz"
2914,"Placa Mãe Asrock B650M-HDV, M.2, AM5, DDR5, HDMI, DP TYPE-C, USB3.2, LAN 90 - MXBLA0-A0UAYZ"
2915,"Placa Mãe Asrock D1800m-ATX+ Cpu Intel Dual Core J1800m Até 2.41ghz VGA,DDR3"
2916,"Placa Mãe Asrock H610m-hvs, Matx Lga 1700, DDR4, HDMI, VGA"
2917,"Placa Mãe Asrock X370m, Matx Am4 Ddr4, HDMI Usb 3.2"
2918,"Placa Mãe Asrock X570 PRO4, AMD AM4, ATX, DDR4"
2919,"Placa Mãe Asrock X570 Phantom Gaming 4, AMD AM4, ATX, DDR4"
2920,"Placa Mãe Asrock X670E Steel Legend, ATX, AMD Ryzen, DDR5, Wifi, Bluetooth - 90-MXBJ40-A0UAYZ"
2921,"Placa Mãe Asrock Z790 Livemixer LGA 1700, DDR5"
2922,"Placa Mãe Asrock Z790 Pg Lightning, Intel Lga1700, Chipset Z790, ATX, DDR5 - Z790 Pg Lightning"
2923,"Placa Mãe Asrock, AMD, B450, Chip-montagem De Micro, ATX, B450m Pro4"
2924,"Placa Mãe Asrock, B660m, Phantom Gaming 4 Lga1700, Ddr4 HDMI Dp M.2"
2925,"Placa Mãe Asrock, Intel H610m, LGA 1700, DDR4"
2926,"Placa Mãe Asus B150M-C D3/BR, Intel LGA1151, mATX, DDR3"
2927,"Placa Mãe Asus EX-A320M-Gaming, AMD AM4, mATX, DDR4"
2928,"Placa Mãe Asus EX-B365M-V5, Intel LGA 1151, mATX, DDR4"
2929,"Placa Mãe Asus EX-B460M-V5, Intel LGA 1200, mATX, DDR4"
2930,"Placa Mãe Asus EX-B560M-V5, Intel LGA1200, ATX, DDR4 Placa-Mãe Asus EX-B560M-V5, Intel LGA1200, ATX, DDR4"
2931,"Placa Mãe Asus H110M-CS/BR, Intel LGA 1151, mATX, DDR4"
2932,"Placa Mãe Asus I3/i5/i7, Prime Mini Itx H510t2/csm 10/11 Geração"
2933,"Placa Mãe Asus M5A78L-M Plus/USB3, AMD AM3+, mATX, DDR3"
2934,"Placa Mãe Asus PRIME B550M-K, AMD Socket AM4, mATX, DDR4 - 90MB14V0-M0EAY0"
2935,"Placa Mãe Asus PRIME H770-PLUS D4, Intel, ATX, DDR4 - 90MB1CU0-M0EAY0"
2936,"Placa Mãe Asus Prime A320M-K/BR, AMD AM4, mATX, DDR4"
2937,"Placa Mãe Asus Prime A520M-A, AMD AM4, mATX, DDR4"
2938,"Placa Mãe Asus Prime A520M-E, AMD AM4, mATX, DDR4"
2939,"Placa Mãe Asus Prime A520M-K, AMD AM4, mATX, DDR4"
2940,"Placa Mãe Asus Prime B250M-Plus/BR, Intel LGA 1151, mATX, DDR4"
2941,"Placa Mãe Asus Prime B450M Gaming/BR, AMD AM4, mATX, DDR4"
2942,"Placa Mãe Asus Prime B450M-A, AMD AM4, mATX, DDR4"
2943,"Placa Mãe Asus Prime B450M-Gaming II, Micro ATX, AMD AM4, DDR4 - 90MB17W0-C1BAY0"
2944,"Placa Mãe Asus Prime B450M-K, AMD AM4, mATX, DDR4"
2945,"Placa Mãe Asus Prime B450m-aii, AM4 M.2,HDMI, DDR4 - 3575"
2946,"Placa Mãe Asus Prime B460 Plus, Intel LGA 1200, ATX, DDR4"
2947,"Placa Mãe Asus Prime B460M-A, Intel LGA 1200, mATX, DDR4"
2948,"Placa Mãe Asus Prime B460M-K, Intel B460, mATX, DDR4"
2949,"Placa Mãe Asus Prime B550M-A Wi-Fi, AMD AM4, mATX, DDR4"
2950,"Placa Mãe Asus Prime B550M-A, AMD AM4, mATX, DDR4"
2951,"Placa Mãe Asus Prime B550M-K, AMD AM4, mATX, DDR4"
2952,"Placa Mãe Asus Prime B560-PLUS, Intel B560 Socket LGA1200, ATX, DDR4"
2953,"Placa Mãe Asus Prime B560M-A, Intel LGA1200, mATX, DDR4"
2954,"Placa Mãe Asus Prime B560M-K, Intel B560 LGA1200, mATX, DDR4"
2955,"Placa Mãe Asus Prime B650-Plus, AMD AM5 B650, ATX, DDR5 - 90MB1BS0-M0EAY0"
2956,"Placa Mãe Asus Prime B650-plus, DDR5, AM5, ATX"
2957,"Placa Mãe Asus Prime B650-plus, DDR5, ATX, Am5"
2958,Placa Mãe Asus Prime B650M-A WiFi II - 90MB1EG0-M0EAY0
2959,"Placa Mãe Asus Prime B650M-A, AMD RYZEN, RGB, Wifi, DDR5, AM5, VGA, HDMI, Displayport -  90MB1C00-M0EAY0"
2960,"Placa Mãe Asus Prime B650m-a, DDR5, Am5, Micro ATX"
2961,"Placa Mãe Asus Prime B660 Plus D4, LGA 1700 B660, ATX, DDR4"
2962,"Placa Mãe Asus Prime B660M-A D4, LGA 1700 B660, mATX, DDR4"
2963,"Placa Mãe Asus Prime B760-Plus, Intel LGA 1700, D4,DDR4, ATX - 90MB1CW0-M0EAY0"
2964,"Placa Mãe Asus Prime B760-plus D4 Socket LGA 1700,VGA,DDR4"
2965,"Placa Mãe Asus Prime B760-plus, Intel LGA1700, Chipset B760, ATX, DDR5 - Prime B760-plus"
2966,"Placa Mãe Asus Prime B760M-A Wi-Fi, Intel LGA 1700, mATX, D4,DDR4, Wi-Fi - 90MB1CX0-M0EAY0"
2967,"Placa Mãe Asus Prime B760M-A, Intel LGA 1700, D4, mATX, DDR4 - 90MB1D00-M0EAY0"
2968,"Placa Mãe Asus Prime H310M-E R2.0/BR, Intel LGA 1151, mATX, DDR4"
2969,"Placa Mãe Asus Prime H310M-E/BR, Intel LGA 1151, mATX, DDR4"
2970,"Placa Mãe Asus Prime H410M-A, Intel LGA 1200, mATX, DDR4"
2971,"Placa Mãe Asus Prime H410M-D, Intel LGA 1200, mATX, DDR4"
2972,"Placa Mãe Asus Prime H410M-E, Intel LGA 1200, mATX, DDR4"
2973,"Placa Mãe Asus Prime H510M-A, Intel Socket LGA1200, microATX, DDR4"
2974,"Placa Mãe Asus Prime H510M-E, Intel LGA 1200, microATX, DDR4"
2975,Placa Mãe Asus Prime H510m-k R2.0 Lga 1200 - 90mb1e80-m0eay0
2976,"Placa Mãe Asus Prime H570M-PLUS, Intel Socket LGA1200, microATX, DDR4"
2977,"Placa Mãe Asus Prime H610M-A D4, LGA 1700 H610, mATX, DDR4"
2978,"Placa Mãe Asus Prime H610M-E D4, Intel LGA 1700, mATX, DDR4"
2979,"Placa Mãe Asus Prime H670 Plus D4, LGC 1700 H670, ATX, DDR4"
2980,"Placa Mãe Asus Prime Mini ITX, H510t, DDR4, LGA 1200, Oem"
2981,"Placa Mãe Asus Prime X570-Pro, AMD AM4, ATX, DDR4"
2982,"Placa Mãe Asus Prime X570-p, AMD Ryzen de 3a geração, ATX, DDR4"
2983,"Placa Mãe Asus Prime X670-P Wi-Fi, AMD X670, AM5, DDR5 - 90MB1BV0-M0EAY0"
2984,"Placa Mãe Asus Prime X670-P, AMD X670, AM5, DDR5 - 90MB1BU0-M0EAY0"
2985,"Placa Mãe Asus Prime X670E-Pro Wi-Fi, AMD X670, AM5, DDR5 - 90MB1BL0-M0EAY0"
2986,"Placa Mãe Asus Prime Z390-P, Intel LGA 1151, ATX, DDR4"
2987,"Placa Mãe Asus Prime Z490-A, Intel LGA 1200, ATX, DDR4"
2988,"Placa Mãe Asus Prime Z490-P, Intel LGA 1200, ATX, DDR4"
2989,"Placa Mãe Asus Prime Z490M-Plus, Intel LGA 1200, mATX, DDR4"
2990,"Placa Mãe Asus Prime Z690-A, Intel 1700, DDR5, ATX, RGB"
2991,"Placa Mãe Asus Prime Z690-P D4, Intel LGA 1700, ATX, DDR4"
2992,"Placa Mãe Asus Prime Z690-P Wi-Fi, Intel 1700 Z690, DDR5, ATX"
2993,"Placa Mãe Asus Prime Z790-A Wi-Fi, Intel LGA1700 Z790, ATX, DDR5 - 90MB1CS0-M0EAY0"
2994,"Placa Mãe Asus Prime Z790-P Wi-Fi, Intel LGA1700 Z790, ATX, DDR5 - 90MB1CJ0-M0EAY0"
2995,"Placa Mãe Asus Prime Z790m-plus D4, 1700, Ddr4, Matx, HDMI, M.2, USB 3.2"
2996,Placa Mãe Asus Pro WS WRX80E-SAGE SE WIFI - 90MB1590-M0EAY0
2997,"Placa Mãe Asus Proart B650-creator, Chipset B650, AMD Am5, ATX, DDR5 - 90mb1c40-m0eay0"
2998,"Placa Mãe Asus Proart B760-Creator D4, Intel, ATX, DDR4,  Bluetooth - 90MB1F20-M0EAY0"
2999,"Placa Mãe Asus Proart Z790 Creator, Intel, ATX, DDR5, WiFi, Bluetooth - 90MB1DV0-M1EAY0"
3000,"Placa Mãe Asus ROG Crosshair VIII Hero Wi-Fi, AMD AM4, ATX, DDR4"
3001,"Placa Mãe Asus ROG MAXIMUS XIII HERO, Intel LGA1200, DDR4, ATX, Aura Sync RGB - 90MB15X0-M0EAY0"
3002,"Placa Mãe Asus ROG MAXIMUS Z690 EXTREME, Intel 1700 Z690, DDR5, EATX"
3003,"Placa Mãe Asus ROG MAXIMUS Z690 HERO, Intel 1700 Z690, DDR5, ATX"
3004,"Placa Mãe Asus ROG Maximus XII Extreme, Intel LGA 1200, eATX, DDR4"
3005,"Placa Mãe Asus ROG Maximus XII Formula, Intel LGA 1200, ATX, DDR4"
3006,"Placa Mãe Asus ROG Maximus XII Hero Wi-Fi, Intel LGA 1200, ATX, DDR4"
3007,"Placa Mãe Asus ROG STRIX B760-A GAMING WIFI, Intel, ATX, DDR5, Wi-Fi, Bluetooth - 90MB1EP0-M0EAY0"
3008,"Placa Mãe Asus ROG STRIX B760-F Gaming Wi-Fi, Intel LGA 1700, ATX, DDR5, Wi-Fi - 90MB1CT0-M0EAY0"
3009,"Placa Mãe Asus ROG STRIX B760-G GAMING WIFI, Intel, mATX, DDR5, Wi-Fi, Bluetooth - 90MB1EQ0-M0EAY0"
3010,"Placa Mãe Asus ROG STRIX Z490-G Gaming, Intel LGA 1200, mATX, DDR4"
3011,"Placa Mãe Asus ROG STRIX Z690-I GAMING WIFI, Intel 1700 Z690, DDR5, Mini ITX - 90MB1910-M0EAY0"
3012,"Placa Mãe Asus ROG Strix B450-F Gaming, AMD AM4, ATX, DDR4"
3013,"Placa Mãe Asus ROG Strix B460-F Gaming, Intel LGA 1200, ATX, DDR4"
3014,"Placa Mãe Asus ROG Strix B460-G Gaming, Intel LGA 1200, mATX, DDR4"
3015,"Placa Mãe Asus ROG Strix B460-H Gaming, Intel LGA 1200, ATX, DDR4"
3016,"Placa Mãe Asus ROG Strix B550-E Gaming, AMD AM4, ATX, DDR4"
3017,"Placa Mãe Asus ROG Strix B550-F Gaming II, AMD AM4, ATX, DDR4, Wi-Fi, Aura Sync RGB"
3018,"Placa Mãe Asus ROG Strix B550-F Gaming Wi-Fi, AMD AM4, ATX, DDR4"
3019,"Placa Mãe Asus ROG Strix B550-F Gaming, AMD AM4, ATX, DDR4"
3020,"Placa Mãe Asus ROG Strix B650-A Gaming Wi-Fi, AMD AM5 B650, ATX, DDR5, Wi-Fi - 90MB1BP0-M0EAY0"
3021,"Placa Mãe Asus ROG Strix B650E-E Gaming Wi-Fi, AMD AM5 B650, ATX, DDR5, Wi-Fi - 90MB1BB0-M0EAY0"
3022,"Placa Mãe Asus ROG Strix B660-A Gaming Wi-Fi D4, Intel LGA 1700 B660, ATX, DDR4"
3023,"Placa Mãe Asus ROG Strix B660-F Gaming Wi-Fi, Intel LGA 1700 B660, ATX, DDR5"
3024,"Placa Mãe Asus ROG Strix Z490-A Gaming, Intel LGA 1200, ATX, DDR4"
3025,"Placa Mãe Asus ROG Strix Z490-F Gaming, Intel LGA 1200, ATX, DDR4"
3026,"Placa Mãe Asus ROG Strix Z490-G Gaming Wi-Fi, Intel LGA 1200, mATX, DDR4"
3027,"Placa Mãe Asus ROG Strix Z490-H Gaming, Intel LGA 1200, ATX, DDR4"
3028,"Placa Mãe Asus ROG Strix Z490-I Gaming, Intel LGA 1200, Mini-ITX, DDR4"
3029,"Placa Mãe Asus ROG Strix Z590-E Gamimg Wi-Fi, Intel LGA1200, ATX, DDR4, RGB Aura Sync"
3030,"Placa Mãe Asus ROG Strix Z690-A Gaming Wi-Fi D4, Intel 1700 Z690, DDR4, ATX, RGB, Wi-Fi, Bluetooth"
3031,"Placa Mãe Asus ROG Strix Z690-F Gaming Wi-Fi, Intel 1700, DDR5, ATX, RGB, Wi-Fi, Bluetooth"
3032,"Placa Mãe Asus ROG Strix Z790-A Gaming Wi-Fi, D4, Intel LGA1700 Z790, ATX, DDR4 - 90MB1CN0-M0EAY0"
3033,"Placa Mãe Asus ROG Strix Z790-E Gaming Wi-Fi, Intel LGA1700 Z790, ATX, DDR5 - 90MB1CL0-M0EAY0"
3034,"Placa Mãe Asus ROG Strix Z790-F Gaming Wi-Fi, Intel LGA1700 Z790, ATX, DDR5 - 90MB1CP0-M0EAY0"
3035,"Placa Mãe Asus ROG Strix Z790-I Gaming Wi-Fi, Intel LGA1700 Z790, ITX, DDR5 - 90MB1CM0-M0EAY0"
3036,"Placa Mãe Asus Rog Crosshair X670E Gene, AMD X670, AM5, DDR5, Wi-Fi - 90MB1B80-M0EAY0"
3037,"Placa Mãe Asus Rog Crosshair X670E Hero, AMD X670, AM5, DDR5, Wi-Fi - 90MB1BC0-M0EAY0"
3038,"Placa Mãe Asus Rog Maximus Z790 Apex, Intel, ATX, DDR5, RGB, WiFi, Bluetooth, LGA 1700 - 90MB1CF0-M0EAY0"
3039,"Placa Mãe Asus Rog Strix B650E-F Gaming WiFi, AMD, ATX, DDR5, RGB, WiFi, Bluetooth - 90MB1BQ0-M0EAY1"
3040,"Placa Mãe Asus Rog Strix B650E-I Gaming WiFi, AMD, Mini-ITX, DDR5, RGB, WiFi, Bluetooth - 90MB1BI0-M0EAY0"
3041,"Placa Mãe Asus Rog Strix B650e-e Gaming Wifi, Amd Am5, Chipset B650, Atx, Ddr5 - Rog Strix B650e-e Gaming Wifi"
3042,Placa Mãe Asus Rog Strix B760-i Gaming WiFi - 90MB1D90-M0EAY0
3043,"Placa Mãe Asus Rog Strix X670E-A Gaming Wi-Fi, AMD X670, AM5, DDR5 - 90MB1BM0-M0EAY0"
3044,"Placa Mãe Asus Rog Strix X670E-E Gaming Wi-Fi, AMD X670, AM5, DDR5 - 90MB1BR0-M0EAY0"
3045,"Placa Mãe Asus Rog Strix Z790-A Gaming Wi-Fi D4, Intel, ATX, DDR4, Wi-Fi, Bluetooth - 90MB1E00-M0EAY0"
3046,"Placa Mãe Asus Rog Strix Z790-e Gaming Wifi, Intel LGA 1700, ATX, DDR5, 90mb1cl0-m0eay0"
3047,"Placa Mãe Asus Rog Strix Z790-f Gaming WIFI, Bluetooth, Intel LGA 1700 Z790, ATX, DDR5 - 90mb1cp0-m0eay0"
3048,"Placa Mãe Asus Rog Strix Z790-h Gaming, Wi-fi, ATX, LGA 1700, DDR5 - 90mb1e10-m1eay0"
3049,"Placa Mãe Asus TUF B360M-Plus Gaming/BR, Intel LGA 1151, mATX, DDR4"
3050,"Placa Mãe Asus TUF B450M-Plus Gaming, AMD AM4, mATX, DDR4"
3051,"Placa Mãe Asus TUF GAMING A520M-PLUS II, AMD AM4, mATX, DDR4"
3052,"Placa Mãe Asus TUF GAMING A620M-PLUS WIFI, AMD AM5, mATX, DDR5, Wi-Fi, Bluetooth - 90MB1F00-M0EAY0"
3053,"Placa Mãe Asus TUF GAMING B560M-PLUS WIFI, Intel LGA1200, microATX, DDR4 - 90MB1770-M0EAY0"
3054,"Placa Mãe Asus TUF GAMING B760M-Plus Wi-Fi, Intel LGA 1700, mATX, D4,DDR4, Wi-Fi - 90MB1DG0-M0EAY0"
3055,"Placa Mãe Asus TUF GAMING B760M-Plus, Intel LGA 1700, mATX, D4, DDR4 - 90MB1DI0-M0EAY0"
3056,"Placa Mãe Asus TUF GAMING H770-PRO WIFI, Intel, ATX, DDR5, Wi-Fi, Bluetooth - 90MB1D50-M0EAY0"
3057,"Placa Mãe Asus TUF GAMING Z690-PLUS WIFI D4, Intel, ATX, DDR4, RGB, Wi-Fi"
3058,"Placa Mãe Asus TUF Gaming A520M-Plus, AMD AM4, mATX, DDR4"
3059,"Placa Mãe Asus TUF Gaming B450M-Pro II, AMD AM4, mATX, DDR4"
3060,"Placa Mãe Asus TUF Gaming B460-Plus, Intel LGA 1200, ATX, DDR4"
3061,"Placa Mãe Asus TUF Gaming B460M-Plus Wi-Fi, Intel LGA 1200, mATX, DDR4"
3062,"Placa Mãe Asus TUF Gaming B460M-Plus, Intel LGA1200, mATX, DDR4"
3063,"Placa Mãe Asus TUF Gaming B550-Plus, AMD AM4, ATX, DDR4"
3064,"Placa Mãe Asus TUF Gaming B550M-PLUS Wi-Fi II, AMD, mATX, DDR4, RGB, Wi-Fi - 90MB19Y0-M0EAY0"
3065,"Placa Mãe Asus TUF Gaming B550M-Plus Wi-Fi, AMD AM4, mATX, DDR4"
3066,"Placa Mãe Asus TUF Gaming B550M-Plus, AMD AM4, mATX, DDR4"
3067,"Placa Mãe Asus TUF Gaming B560M-PLUS, Intel LGA1200, microATX, DDR4"
3068,"Placa Mãe Asus TUF Gaming B650-Plus Wi-Fi, AMD AM5 B650, ATX, DDR5, Wi-Fi - 90MB1BZ0-M0EAY0"
3069,"Placa Mãe Asus TUF Gaming B650-Plus, AMD AM5 B650, ATX, DDR5 - 90MB1BY0-M0EAY0"
3070,"Placa Mãe Asus TUF Gaming B650M-Plus Wi-Fi, AMD AM5 B650, mATX, DDR5, Wi-Fi - 90MB1BF0-M0EAY0"
3071,"Placa Mãe Asus TUF Gaming B650M-Plus, AMD AM5 B650, mATX, DDR5 - 90MB1BG0-M0EAY0"
3072,"Placa Mãe Asus TUF Gaming B660-PLUS Wi-Fi D4, Intel LGA 1700 B660, ATX, DDR4"
3073,"Placa Mãe Asus TUF Gaming B660M-PLUS D4, Intel LGA 1700, mATX, DDR4, RGB"
3074,"Placa Mãe Asus TUF Gaming B660M-PLUS Wi-Fi D4, Intel LGA 1700 B660, mATX, DDR4"
3075,"Placa Mãe Asus TUF Gaming H310M-Plus/BR, Intel LGA 1151, mATX, DDR4"
3076,"Placa Mãe Asus TUF Gaming H570-PRO Wi-Fi, Intel LGA1200, DDR4, ATX"
3077,"Placa Mãe Asus TUF Gaming H670-PRO Wi-Fi D4, LGA 1700 H670, ATX, DDR4"
3078,"Placa Mãe Asus TUF Gaming X570-Plus Wi-Fi, AMD AM4, ATX, DDR4"
3079,"Placa Mãe Asus TUF Gaming X570-Plus/BR, AMD AM4, ATX, DDR4"
3080,"Placa Mãe Asus TUF Gaming X670E-Plus Wi-Fi, AMD X670, AM5, DDR5 - 90MB1BK0-M0EAY0"
3081,"Placa Mãe Asus TUF Gaming Z490-Plus Wi-Fi, Intel LGA 1200, ATX, DDR4"
3082,"Placa Mãe Asus TUF Gaming Z490-Plus, Intel LGA 1200, ATX, DDR4"
3083,"Placa Mãe Asus TUF Gaming Z590-PLUS Wi-Fi, Intel Z590 LGA1200, DDR4, ATX"
3084,"Placa Mãe Asus Tuf Gaming B550-plus, Socket AM4, DDR4"
3085,"Placa Mãe Asus Tuf Gaming B550m-plus, AMD AM4, Matx, DDR4"
3086,"Placa Mãe Asus Tuf Gaming B650 Plus, Am5 Ryzen 7000, ATX, DDR5"
3087,"Placa Mãe Asus Tuf Gaming B650m-plus, Am5, Microatx, DDR5"
3088,"Placa Mãe Asus Tuf Gaming H670-pro, WIFI,D4 Socket LGA 1700, DDR4"
3089,"Placa Mãe Asus Tuf Gaming Z690-Plus D4, Intel 1700 Z690, ATX, DDR4, RGB"
3090,"Placa Mãe Asus Tuf Gaming Z790-Plus D4, Intel, ATX, DDR4 - 90MB1CQ0-M0EAY0"
3091,"Placa Mãe Asus Tuf Gaming Z790-Plus, Intel, ATX, DDR5, RGB, Wi-Fi, Bluetooth - 90MB1D80-M1EAY0"
3092,"Placa Mãe Asus Tuf Gaming Z790-plus, WIFI - 90mb1d80-m0eay0i"
3093,Placa Mãe Asus Tuf Z590 Plus Wifi  Placa Mãe
3094,"Placa Mãe Asus, AMD AM5, Chipset B650, M-ATX, Ddr5 - Prime B650m-a Ii"
3095,"Placa Mãe Asus, Chipset B660, Intel Lga 1700, MATX, DDR4 - Ex-b660m-v5 D4"
3096,"Placa Mãe B650 MSI MAG Tomahawk Wi-Fi, AMD AM5, ATX, DDR5 - MAG B650 TOMAHAWK WIFI"
3097,"Placa Mãe B650 MSI MPG EDGE Wi-Fi, AMD AM5, ATX, DDR5 - MPG B650 EDGE WIFI"
3098,"Placa Mãe B650-P MSI PRO Wi-Fi, AMD AM5, ATX, DDR5 - PRO B650-P WIFI"
3099,"Placa Mãe B650M MSI MAG Mortar Wi-Fi, AMD AM5, mATX, DDR5 - MAG B650M MORTAR WIFI"
3100,"Placa Mãe B760 Aorus Elite Ax Gigabyte, DDR5, Wi-fi, M.2, Intel Lga 1700, Atx"
3101,"Placa Mãe B760 Gaming X Ax Gigabyte, DDR5, Wi-fi, M.2, Intel Lga1700"
3102,"Placa Mãe BRX Tg-h510g587, Intel 10ª/11ª Geração, LGA 1200, DDR4, Micro ATX"
3103,Placa Mãe Biostar B550m-silver Am4 Uatx Ab55bm4t
3104,"Placa Mãe Biostar B560mhp 2.0 M.2, DDR4, HDMI, VGA, USB"
3105,"Placa Mãe Biostar H510mhp R2.0, DDR4, LGA1200, Micro ATX"
3106,"Placa Mãe Biostar Intel 1700 H610, 2xddr4, HDMI/VGA, 12° Geração - H610mhp"
3107,Placa Mãe Bluecase BMBh110-g3hgu-d4 - LGA 1151 DDR4 - Chipset Intel H110 - Slot M.2 - Micro Atx
3108,"Placa Mãe Bluecase H110, LGA 1151, DDR4 PCI-e 100/1000"
3109,"Placa Mãe Bluecase,  DDR4, 1151 /1000 Matx - BMBH110-D3HGU"
3110,"Placa Mãe Brx H61, Intel 2ª/3ª Geração, DDR3, Socket LGA1155"
3111,"Placa Mãe Duex B550M, AMD AM4, mATX, DDR4 - DX B550ZG M2"
3112,"Placa Mãe Duex Dx B75zg M2, Intel 2ª/3ª Geração, DDR3, Socket LGA1155"
3113,"Placa Mãe Galax A320M, AMD AM4, M-ATX, DDR4"
3114,"Placa Mãe Galax B550M EX, AMD AM4, M-ATX, DDR4"
3115,"Placa Mãe Galax B550M, AMD AM4, M-ATX, DDR4"
3116,"Placa Mãe Gamer Asus Ex-b150m-v3, DDR4, Socket Intel LGA, 1151 Chipset"
3117,"Placa Mãe Gigabyte A520 Aorus Elite, AMD AM4, ATX, DDR4"
3118,"Placa Mãe Gigabyte A520M Aorus Elite, AMD AM4, DDR4"
3119,"Placa Mãe Gigabyte A520M DS3H V2, AMD, Micro ATX, DDR4 - A520M DS3H V2"
3120,"Placa Mãe Gigabyte A520M DS3H, AMD AM4, Micro ATX, DDR4"
3121,"Placa Mãe Gigabyte A520M H, AMD A520, mATX, DDR4, (rev. 1.0)"
3122,"Placa Mãe Gigabyte A520M K V2 (rev. 1.0), AMD, Micro ATX, DDR4 - A520M K V2"
3123,"Placa Mãe Gigabyte A520M S2H, AMD AM4, DDR4"
3124,"Placa Mãe Gigabyte A520m K V2, DDR4, A4, Micro Atx"
3125,"Placa Mãe Gigabyte Aorus B360 Aorus Gaming 3, Intel LGA 1151, ATX, DDR4"
3126,"Placa Mãe Gigabyte Aorus B360M Aorus Gaming 3, Intel LGA 1151, mATX, DDR4"
3127,"Placa Mãe Gigabyte Aorus B450 Aorus Elite, AMD ATX, DDR4"
3128,"Placa Mãe Gigabyte Aorus B450 Aorus M, AMD AM4, mATX, DDR4"
3129,"Placa Mãe Gigabyte Aorus B450 Aorus Pro Wi-Fi, AMD AM4, ATX, DDR4"
3130,"Placa Mãe Gigabyte Aorus B450 Aorus Pro, AMD AM4, ATX, DDR4"
3131,"Placa Mãe Gigabyte Aorus B450 Elite V2, AMD B450, ATX, DDR4, (rev. 1.0)"
3132,"Placa Mãe Gigabyte Aorus X570 Aorus Elite, AMD AM4, ATX, DDR4"
3133,"Placa Mãe Gigabyte Aorus X570 Aorus Pro Wi-Fi, AMD AM4, ATX, DDR4, (rev 1.0)"
3134,"Placa Mãe Gigabyte Aorus X570 Aorus Pro, AM4, ATX, DDR4"
3135,"Placa Mãe Gigabyte Aorus X570 Aorus Pro, Wi-Fi, AMD AM4, ATX, DDR4, (rev. 1.2)"
3136,"Placa Mãe Gigabyte Aorus X570 Aorus Ultra, AMD AM4, ATX, DDR4"
3137,"Placa Mãe Gigabyte Aorus Z370M Aorus Gaming, Intel LGA 1151, mATX, DDR4"
3138,"Placa Mãe Gigabyte Aorus Z390 I Aorus Pro Wi-Fi, Intel LGA 1151, Mini-ITX, DDR4"
3139,"Placa Mãe Gigabyte Aorus Z490 Aorus Elite AC, Intel LGA 1200, ATX, DDR4"
3140,"Placa Mãe Gigabyte Aorus Z490 Aorus Elite, Intel LGA 1200, ATX, DDR4"
3141,"Placa Mãe Gigabyte Aorus Z490 Aorus PRO AX, Intel LGA 1200, ATX, DDR4"
3142,"Placa Mãe Gigabyte Aorus Z490 Aorus Ultra, Intel LGA1200, ATX, DDR4, (rev 1.0)"
3143,"Placa Mãe Gigabyte B360M D3H, Intel LGA 1151, mATX, DDR4"
3144,"Placa Mãe Gigabyte B360M DS3H, Intel LGA 1151, mATX, DDR4"
3145,"Placa Mãe Gigabyte B365M DS3H, Intel LGA 1151, mATX, DDR4"
3146,"Placa Mãe Gigabyte B450 Gaming X, AM4, ATX, DDR4"
3147,"Placa Mãe Gigabyte B450M Aorus Elite, AMD AM4, Micro ATX, DDR4"
3148,"Placa Mãe Gigabyte B450M DS3H V2, AMD B450, mATX, DDR4, (rev. 1.0)"
3149,"Placa Mãe Gigabyte B450M DS3H Wi-Fi, AMD AM4, Micro ATX, DDR4"
3150,"Placa Mãe Gigabyte B450M DS3H, AMD, mATX, DDR4"
3151,"Placa Mãe Gigabyte B450M Gaming, AMD AM4, mATX, DDR4"
3152,"Placa Mãe Gigabyte B450M Gaming, AMD AM4, mATX, DDR4, (rev. 1.0)"
3153,"Placa Mãe Gigabyte B450M H, AMD AM4, Micro ATX, DDR4"
3154,"Placa Mãe Gigabyte B450M S2H V2, AM4, Micro ATX, DDR4, (rev. 1.0)"
3155,"Placa Mãe Gigabyte B450M S2H, AM4, mATX, DDR4"
3156,"Placa Mãe Gigabyte B460 Aorus Pro AC, Intel LGA1200, ATX, DDR4"
3157,"Placa Mãe Gigabyte B460 HD3, Intel LGA 1200, ATX, DDR4"
3158,"Placa Mãe Gigabyte B460M D3H, Intel LGA 1200, mATX, DDR4"
3159,"Placa Mãe Gigabyte B460M DS3H, Intel LGA 1200, mATX, DDR4"
3160,"Placa Mãe Gigabyte B460M Gaming HD, Intel LGA 1200, mATX, DDR4"
3161,"Placa Mãe Gigabyte B550 Aorus Master, AMD AM4, ATX, DDR4"
3162,"Placa Mãe Gigabyte B550 Vision D, AMD AM4, DDR4"
3163,"Placa Mãe Gigabyte B550M Aorus Elite, AMD AM4, Micro ATX, DDR4"
3164,"Placa Mãe Gigabyte B550M Aorus Elite, AMD AM4, Micro ATX, DDR4."
3165,"Placa Mãe Gigabyte B550M DS3H, AMD AM4, Micro ATX, DDR4"
3166,"Placa Mãe Gigabyte B550M Gaming, AMD AM4, Micro ATX, DDR4"
3167,"Placa Mãe Gigabyte B550M H, AMD AM4, Micro ATX, DDR4"
